car_title,location,year,price,kilometers,transmission_type,number_of_doors,source,model,color,contact_number,brand
تويوتا كامرى 2016,"Al Maabilah, Muscat•",2016,"OMR 4,400",116,Automatic,'4/5,US,Camry,White,N/A,Toyota
Mercedes-Benz SLK-Class 2005,"Izki, Al Dakhiliya•",2005,"OMR 2,700",200000,Automatic,N/A,GCC,SLK-Class,Silver,N/A,Unknown
هيونداي كونا 2022,"Al Seeb, Muscat•",2022,"OMR 5,000",21000,Automatic,N/A,US,Kona,Other,N/A,Unknown
تويوتا كامرى 2020,"Al Buraimi, Al Buraimi•",2020,"OMR 3,600",134000,Automatic,N/A,US,Camry,White,N/A,Unknown
Suzuki Dzire 2022,"Al Seeb, Muscat•",2022,"OMR 2,850",107000,Automatic,'4/5,GCC,Dzire,Silver,N/A,Suzuki
Nissan Murano 2008,"Darsait, Muscat•",2008,"OMR 1,050",262300,Automatic,'4/5,GCC,Murano,Orange,N/A,Nissan
V6 Toyota Camry 2018,"Sohar, Al Batinah•",2018,"OMR 5,950",275000,Automatic,'4/5,US,Camry,Other,N/A,Toyota
Mitsubishi Galant 2006,"Ruwi, Muscat•",2006,OMR 690,50000,Manual,'4/5,GCC,Galant,White,N/A,Mitsubishi
Toyota Corolla 2020,"Al Seeb, Muscat•",2020,"OMR 4,800",163000,Automatic,'4/5,US,Corolla,Red,N/A,Toyota
Hyundai Elantra 2021,"Al Maabilah, Muscat•",2021,"OMR 4,100",1,Automatic,'4/5,US,Elantra,Silver,N/A,Hyundai
Nissan Patrol 2020,"Al Seeb, Muscat•",2020,"OMR 19,500",116000,Automatic,'4/5,GCC,Patrol,Grey,N/A,Nissan
تويوتا راف فور 2018,"Sohar, Al Batinah•",2018,"OMR 5,800",-,Automatic,'4/5,GCC,Rav 4,White,N/A,Unknown
Chevrolet Camaro 2020,"Al Seeb, Muscat•",2020,"OMR 10,500",61000,Automatic,'2/3,US,Camaro,White,N/A,Chevrolet
Jaguar XJ8 5.0,"Qurum, Muscat•",2010,"OMR 3,300",125000,Automatic,N/A,GCC,XJ8,Blue,N/A,Unknown
Jaguar XJ8 Super clean,"Qurum, Muscat•",2011,"OMR 3,300",135000,Automatic,N/A,GCC,XJ8,Silver,N/A,Unknown
Toyota Corolla 2021,"Bosher, Muscat•",2021,"OMR 4,800",119000,Automatic,'4/5,US,Corolla,Grey,N/A,Toyota
Audi A3 2019,"The Wave (Almouj), Muscat•",2019,"OMR 4,500",95000,Automatic,N/A,Company Source,A3,White,N/A,Unknown
نيسان داتسون 2014,"Liwa, Al Batinah•",2014,"OMR 2,900",39000,Manual,'4/5,Canada,Datsun,White,N/A,Nissan
camry LE 2020,"Sohar, Al Batinah•",2020,"OMR 5,400",42000,Automatic,'4/5,US,Camry,White,N/A,Toyota
للبيع تويوتا افالون,"Liwa, Al Batinah•",2001,OMR 900,105000,Automatic,N/A,US,Avalon,Silver,N/A,Unknown
تويوتا لاند كروزر 2018,"Al Maabilah, Muscat•",2018,"OMR 16,800",170000,Automatic,'4/5,GCC,Land Cruiser,White,N/A,Toyota
نيسان باثفايندر 2012,"Al Amarat, Muscat•",2012,"OMR 1,900",257000,Automatic,'4/5,GCC,Pathfinder,White,N/A,Nissan
نيسان باثفندر 2018 SL وارد – حالة ممتازة مع 6 فصوص,"Al Amarat, Muscat•",2017,"OMR 4,250",77564,Automatic,'4/5,Europe,Pathfinder,White,N/A,Nissan
نيسان باثفايندر 2019,"Al Amarat, Muscat•",2019,"OMR 4,500",53000,Automatic,'4/5,US,Pathfinder,Silver,N/A,Nissan
هيونداي أى 20 2013 - Hyundai i20 Oman Agancy For Sale,"Al Maabilah, Muscat•",2013,"OMR 1,350",160000,Automatic,'4/5,GCC,I20,White,N/A,Hyundai
روفر أخرى 2006,"Al Masn'a, Al Batinah•",2006,OMR 900,3000,Automatic,'4/5,US,Other,White,N/A,Range Rover
MG MG RX8 2021,"Al Amarat, Muscat•",2021,"OMR 6,500",131000,Automatic,'4/5,GCC,MG RX8,White,N/A,MG
Dodge Durango 2012 Citadel,"Salalah, Dhofar•",2012,"OMR 2,500",197000,Automatic,'4/5,GCC,Durango,Gold,N/A,Dodge
بي ام دبليو الفئة 3 2014,"Al Maabilah, Muscat•",2014,"OMR 3,350",250000,Automatic,'4/5,GCC,3-Series,Grey,N/A,Unknown
Mercedes-Benz C240 2002 2002,"Al Khoud, Muscat•",2002,OMR 400,330050,Automatic,'4/5,Europe,C240,Brown,N/A,Mercedes
URGENT SELLING: 2012 Dodge Durango Citadel with UAE Insurance,"Salalah, Dhofar•",2012,"OMR 2,500",197000,Automatic,'4/5,GCC,Durango,Gold,N/A,Dodge
Hyundai Tucson 2014,"Al Mawaleh, Muscat•",2014,"OMR 2,650",112000,Automatic,'4/5,Company Source,Tucson,Black,N/A,Hyundai
HONDA CRV NO. 01 TOURING NOVEMBER 2017 purchased Expatriates driven,"Muscat - Other, Muscat•",2017,"OMR 7,000",200000,Automatic,'4/5,GCC,CR-V,Black,N/A,Unknown
Toyota Fortuner 2024,"Al Mawaleh, Muscat•",2024,"OMR 15,000",25000,Automatic,'4/5,GCC,Fortuner,White,N/A,Toyota
Toyota Corolla 2010,"Al Wadi Al Kabir, Muscat•",2010,"OMR 1,950",177000,Automatic,'4/5,GCC,Corolla,Grey,N/A,Toyota
للبيع Jeep wrangler Rubicon 4xe 20th anniversary,"Nizwa, Al Dakhiliya•",2023,"OMR 15,000",33000,Automatic,'4/5,US,Wrangler,White,N/A,Jeep
Toyota Yaris 2008,"Al Khuwair, Muscat•",2008,"OMR 1,150",20000,Automatic,N/A,GCC,Yaris,Other,N/A,Unknown
هيونداي ‏جراند سنتافي 2017 limited full option,"Al Khoud, Muscat•",2017,"OMR 4,100",240000,Automatic,'4/5,GCC,Santa Fe,White,N/A,Hyundai
تويوتا كامرى 2016,"Al Khaboura, Al Batinah•",2016,"OMR 3,400",1,Automatic,'2/3,US,Camry,Black,N/A,Toyota
Toyota Yaris 2015,"Al Amarat, Muscat•",2015,"OMR 2,550",185000,Automatic,'4/5,Company Source,Yaris,White,N/A,Toyota
شيفروليه تاهو 2013,"Sumail, Al Dakhiliya•",2013,"OMR 5,600",240000,Automatic,'4/5,GCC,Tahoe,White,N/A,Chevrolet
للبيع موستنج موديل ٢٠٠٨نظيف جدا,"Qurayyat, Muscat•",2008,"OMR 1,400",15000,Automatic,N/A,US,Mustang,Blue,N/A,Unknown
تويوتا كامرى 2017,"Bidbid, Al Dakhiliya•",2017,"OMR 5,550",186000,Automatic,'4/5,US,Camry,White,N/A,Toyota
لاند روفر رنج روفر 2022,"Al Seeb, Muscat•",2022,"OMR 30,000",30000,Automatic,'4/5,US,Range Rover,Other,N/A,Range Rover
Kia Picanto 2011 very good condition neat and clean just buy and drive,"Saham, Al Batinah•",2011,"OMR 1,050",125,Manual,N/A,GCC,Picanto,White,N/A,Unknown
Mazda CX-9 GT 2011,"Mutrah, Muscat•",2011,"OMR 3,100",280000,Automatic,'4/5,GCC,CX-9,Red,N/A,Unknown
بي ام دبليو إكس6 2018,"Madinat As Sultan Qaboos, Muscat•",2018,"OMR 16,000",126000,Automatic,N/A,GCC,X6,Grey,N/A,Unknown
Nissan Sunny 2018,"Al Khuwair, Muscat•",2018,"OMR 2,200",165010,Automatic,'4/5,GCC,Sunny,White,N/A,Nissan
Honda Civic 2003,"Salalah, Dhofar•",2003,OMR 580,50000,Automatic,N/A,GCC,Civic,Grey,N/A,Unknown
Nissan Altima 2005,"Al Hamriyah, Muscat•",2005,OMR 700,500000,Automatic,N/A,GCC,Altima,Grey,N/A,Unknown
Toyota Corolla 2016,"Ansab, Muscat•",2016,"OMR 3,000",183000,Automatic,'4/5,GCC,Corolla,Silver,N/A,Toyota
Chery Tiggo 2016 03,"Al Wadi Al Kabir, Muscat•",2016,"OMR 1,350",100000,Automatic,'4/5,GCC,Tiggo,Red,N/A,Chery
إلنترا 2023 خليجي رقم واحد جديدة بحاله الركالة,"Saham, Al Batinah•",2023,"OMR 6,500",110000,Automatic,N/A,GCC,Elantra,Grey,N/A,Unknown
Jeep Wrangler 2013,"Al Mawaleh, Muscat•",2013,"OMR 4,200",180000,Automatic,'2/3,GCC,Wrangler,Green,N/A,Jeep
نيسان اكستيرا 2015,"Bosher, Muscat•",2015,"OMR 4,400",334233,Automatic,'4/5,GCC,Xterra,White,N/A,Nissan
Toyota Corolla 2015,"Al Khoud, Muscat•",2015,"OMR 4,200",15,Automatic,'4/5,Company Source,Corolla,Grey,N/A,Toyota
Suzuki SX4 2009,"Al Khuwair, Muscat•",2009,OMR 900,1,Automatic,'4/5,Company Source,SX4,Silver,N/A,Suzuki
Toyota Corolla 2015,"Al Khoud, Muscat•",2015,"OMR 4,200",15000,Automatic,'4/5,Company Source,Corolla,Grey,N/A,Toyota
BMW 3-Series 2008,"Al Amarat, Muscat•",2008,"OMR 1,100",192000,Automatic,'4/5,GCC,3-Series,White,N/A,Unknown
سوزوكي فيتارا 2016,"Azaiba, Muscat•",2016,"OMR 3,400",160,Automatic,'4/5,GCC,Vitara,Red,N/A,Suzuki
Kia Rio 2011,"Salalah, Dhofar•",2011,"OMR 1,250",200000,Automatic,'4/5,GCC,Rio,White,N/A,Kia
جينيسيس G80 2017,"Al Ghubrah, Muscat•",2017,"OMR 5,200",93218,Automatic,'4/5,US,G80,White,N/A,Genesis
هيونداي أكسنت 2022 بريحة الوكاله,"Al Mawaleh, Muscat•",2022,"OMR 3,800",20000,Automatic,'4/5,US,Accent,Red,N/A,Hyundai
نيسان باترول 2013,"Saham, Al Batinah•",2013,"OMR 6,100",240000,Automatic,'4/5,GCC,Patrol,White,N/A,Nissan
Lexus LX-Series 2000 Warid,"Muscat - Other, Muscat•",2000,"OMR 2,300",330000,Automatic,'4/5,GCC,LX-Series,White,N/A,Unknown
بي ام دبليو إكس4 إم 2017,"Al Khoud, Muscat•",2017,"OMR 5,900",235000,Automatic,'4/5,US,X4 M,White,N/A,BMW
نيسان باتفيندر موديل ٢٠١٢ للبيع,"Misfah, Muscat•",2012,"OMR 1,100",30000,Automatic,'4/5,GCC,Pathfinder,White,N/A,Nissan
Nissan Sunny 2004 2004,"Azaiba, Muscat•",2004,OMR 900,560000,Automatic,'4/5,GCC,Sunny,Silver,N/A,Nissan
نيسان صني 2011,"Al 'Awabi, Al Batinah•",2011,"OMR 1,300",483000,Automatic,'4/5,Company Source,Sunny,Silver,N/A,Nissan
شيفروليه سلفرادو 2012,"Al Khoud, Muscat•",2012,"OMR 3,100",265000,Automatic,'2/3,GCC,Silverado,White,N/A,Chevrolet
Toyota Camry 2010,"Al Maabilah, Muscat•",2010,"OMR 1,500",1,Automatic,'4/5,Europe,Camry,White,N/A,Toyota
شيفروليه تاهو 2017,"Salalah, Dhofar•",2017,"OMR 7,000",159645,Automatic,'4/5,Canada,Tahoe,Other,N/A,Chevrolet
ام جى MG RX5 2022,"Azaiba, Muscat•",2022,"OMR 5,500",89,Automatic,'4/5,Company Source,MG RX5,Silver,N/A,MG
Renault Koleos 2012,"Sumail, Al Dakhiliya•",2012,"OMR 1,300",276793,Automatic,'4/5,GCC,Koleos,White,N/A,Renault
Honda CR-V 2008,"Al Khuwair, Muscat•",2008,"OMR 1,500",300000,Automatic,'4/5,GCC,CR-V,Other,N/A,Unknown
هيونداي سوناتا 2016,"Al Maabilah, Muscat•",2016,"OMR 2,200",180,Automatic,'4/5,GCC,Sonata,Silver,N/A,Hyundai
تويوتا كامرى 2018 6V,"Salalah, Dhofar•",2018,"OMR 7,000",111000,Automatic,'4/5,US,Camry,White,N/A,Toyota
نيسان باثفايندر 2014,"Barka, Al Batinah•",2014,"OMR 1,900",198000,Automatic,'4/5,US,Pathfinder,White,N/A,Nissan
Mitsubishi Xpander 2021,"Ruwi, Muscat•",2021,"OMR 3,650",180000,Automatic,N/A,GCC,Xpander,Burgundy,N/A,Unknown
Kia Picanto 2008,"Salalah, Dhofar•",2008,OMR 550,300000,Automatic,'4/5,Company Source,Picanto,Grey,N/A,Kia
Toyota 86 2018,"Al Seeb, Muscat•",2018,"OMR 3,200",85000,Automatic,'2/3,US,86,White,N/A,Toyota
White MG HS 2021 in Khuwaire Sale,"Al Khuwair, Muscat•",2021,"OMR 5,900",26000,Automatic,'4/5,GCC,MG HS,White,N/A,MG
Jeep Grand Cherokee 2017 Sale,"Al Khuwair, Muscat•",2017,"OMR 7,800",130000,Automatic,'4/5,GCC,Grand Cherokee,White,N/A,Jeep
Nissan Altima 2005,"Al Maabilah, Muscat•",2005,OMR 599,425000,Automatic,'4/5,GCC,Altima,Grey,N/A,Nissan
2019 BMW 430 تم تخفيض السعر,"Bosher, Muscat•",2019,"OMR 6,999",170,Automatic,'4/5,US,4-Series,White,N/A,Unknown
Nissan Quest 2017,"Salalah, Dhofar•",2017,"OMR 3,600",200000,Automatic,N/A,US,Quest,Silver,N/A,Unknown
Nissan Sentra 2016,"Al Maabilah, Muscat•",2016,"OMR 2,000",150000,Automatic,N/A,US,Sentra,Red,N/A,Unknown
Mitsubishi Pajero 2009,"Al Amarat, Muscat•",2009,"OMR 2,000",30000,Automatic,'4/5,GCC,Pajero,White,N/A,Mitsubishi
Porsche Macan 2023,"Al Seeb, Muscat•",2023,"OMR 23,500",36000,Automatic,'4/5,GCC,Macan,Burgundy,N/A,Porsche
شيفروليه سوبربان 2019,"Al Khoud, Muscat•",2019,"OMR 6,900",117,Automatic,'4/5,US,Suburban,Green,N/A,Chevrolet
Lexus ES-Series 350 2022 URGENT SALE,"Al Maabilah, Muscat•",2022,"OMR 10,200",45000,Automatic,'4/5,US,ES-Series,Black,N/A,Unknown
Kia Picanto 2008,"Al Mawaleh, Muscat•",2008,OMR 800,42500,Automatic,'2/3,Company Source,Picanto,Grey,N/A,Kia
تويوتا كامرى 2016,"Nakhl, Al Batinah•",2016,"OMR 4,100",250000,Automatic,N/A,US,Camry,Silver,N/A,Unknown
هيونداي كونا 2021,"Al Maabilah, Muscat•",2021,"OMR 4,700",73000,Automatic,'4/5,Canada,Kona,Silver,N/A,Hyundai
مرسيدس بنز أخرى 2016,"Al Maabilah, Muscat•",2016,"OMR 6,000",99,Automatic,N/A,GCC,Other,Brown,N/A,Unknown
مرسيدس بنز أخرى 2016,"Al Maabilah, Muscat•",2016,"OMR 6,000",99,Automatic,N/A,GCC,Other,Brown,N/A,Unknown
Suzuki Dzire 2013,"Al Ghubrah, Muscat•",2013,"OMR 1,100",290,Automatic,'4/5,GCC,Dzire,Purple,N/A,Suzuki
جيب رانجلر 2014,"Al Amarat, Muscat•",2014,"OMR 4,500",220000,Automatic,'4/5,US,Wrangler,White,N/A,Jeep
جي ام سي يوكون 2015,"Bidbid, Al Dakhiliya•",2015,"OMR 6,800",317000,Automatic,N/A,GCC,Yukon,Gold,N/A,Unknown
سوزوكي سيليريو 2015,"Al Hail, Muscat•",2015,"OMR 1,200",159000,Automatic,'4/5,GCC,Celerio,Red,N/A,Suzuki
جي ام سي يوكون 2015,"Al Rustaq, Al Batinah•",2015,"OMR 7,700",305000,Automatic,'4/5,GCC,Yukon,Brown,N/A,GMC
Mitsubishi Lancer 2009,"Ruwi, Muscat•",2009,"OMR 1,380",290000,Automatic,'4/5,GCC,Lancer,Burgundy,N/A,Mitsubishi
تويوتا كورولا 2018,"Al Maabilah, Muscat•",2018,"OMR 3,700",112,Automatic,'4/5,US,Corolla,White,N/A,Toyota
Kia Sorento 2008,"Al Khuwair, Muscat•",2008,"OMR 1,300",209000,Automatic,'4/5,Company Source,Sorento,Blue,N/A,Kia
Hyundai Tucson 2009,"Darsait, Muscat•",2009,"OMR 1,700",232847,Automatic,'4/5,GCC,Tucson,Silver,N/A,Hyundai
سوزوكي جراند فيتارا 2016,"Al Seeb, Muscat•",2016,"OMR 2,800",200000,Automatic,'4/5,GCC,Grand Vitara,White,N/A,Suzuki
Nissan Pathfinder 2022,"Al Khuwair, Muscat•",2022,"OMR 8,300",52000,Automatic,'4/5,US,Pathfinder,Black,N/A,Nissan
شيفروليه سوبربان 2019,"Saham, Al Batinah•",2019,"OMR 9,900",145000,Automatic,'4/5,US,Suburban,Grey,N/A,Chevrolet
Chevrolet Aveo 2018,"Al Ghubrah, Muscat•",2018,"OMR 1,500",143000,Automatic,'4/5,GCC,Aveo,White,N/A,Chevrolet
Jeep Wrangler 2018 unlimited Rubicon,"Al Seeb, Muscat•",2018,"OMR 9,900",130000,Automatic,'4/5,US,Wrangler,Black,N/A,Jeep
jeep Wrangler 2021 Unlimited Rubicon,"Bosher, Muscat•",2021,"OMR 17,500",25000,Automatic,'4/5,US,Wrangler,Black,N/A,Jeep
Ford Raptor 2018,"Bosher, Muscat•",2018,"OMR 13,000",180000,Automatic,'4/5,US,Raptor,Grey,N/A,Ford
Mercedes-Benz C200 2008,"Salalah, Dhofar•",2008,"OMR 1,400",100000,Automatic,'4/5,GCC,C200,Burgundy,N/A,Mercedes
Renault Koleos 2014,"Ghala, Muscat•",2014,"OMR 1,000",200000,Automatic,'4/5,Company Source,Koleos,Silver,N/A,Renault
هوندا أكورد 2020,"Nizwa, Al Dakhiliya•",2020,"OMR 4,900",125000,Automatic,N/A,US,Accord,Silver,N/A,Unknown
بي ام دبليو الفئة 8 2022,"Al Mawaleh, Muscat•",2022,"OMR 23,000",70,Automatic,'4/5,US,8-Series,White,N/A,Unknown
Honda Accord 2016,"Al Maabilah, Muscat•",2016,"OMR 3,400",145,Automatic,'4/5,US,Accord,White,N/A,Honda
جيب رانجلر 2005,"Muscat - Other, Muscat•",2005,"OMR 2,600",230000,Manual,'2/3,US,Wrangler,Green,N/A,Jeep
For SALE Toyota Corolla 2016,"Azaiba, Muscat•",2016,"OMR 3,950",115000,Automatic,'4/5,GCC,Corolla,Grey,N/A,Toyota
Mazda 6 2004,"Al Hail, Muscat•",2004,OMR 850,25,Automatic,N/A,Europe,6,Burgundy,N/A,Unknown
هيونداي إلينترا 2017,"Al Maabilah, Muscat•",2017,"OMR 2,800",99200,Automatic,'4/5,US,Elantra,Silver,N/A,Hyundai
فورد إكسبديشن 2008,"Al Maabilah, Muscat•",2008,"OMR 1,400",300000,Automatic,'4/5,GCC,Expedition,Green,N/A,Ford
مرسيدس بنز إي 350 2016,"Al Khuwair, Muscat•",2016,"OMR 3,900",24000,Automatic,'4/5,US,E 350,Grey,N/A,Mercedes
كيا سيراتو 2010,"Al Khuwair, Muscat•",2010,"OMR 1,050",700,Automatic,'4/5,GCC,Cerato,White,N/A,Kia
Dodge Charger 2017,"Al Khuwair, Muscat•",2017,"OMR 4,000",191000,Automatic,'2/3,Canada,Charger,Black,N/A,Dodge
Hyundai Santa Fe 2014,"Bosher, Muscat•",2014,"OMR 3,850",157000,Automatic,N/A,GCC,Santa Fe,Silver,N/A,Unknown
جي ام سي يوكون 2012,"Al Maabilah, Muscat•",2012,"OMR 2,500",232,Automatic,'4/5,GCC,Yukon,White,N/A,GMC
كيا كادينزا 2018,"Qurum, Muscat•",2018,"OMR 5,800",95000,Automatic,'4/5,US,Cadenza,Silver,N/A,Kia
جيب رينيجادى 2019,"Qurum, Muscat•",2019,"OMR 4,600",58516,Automatic,'4/5,US,Renegade,Other,N/A,Jeep
Nissan Pathfinder 2023,"Muscat Hills, Muscat•",2023,"OMR 12,000",50000,Automatic,'4/5,Canada,Pathfinder,Green,N/A,Nissan
Nissan Super Safari 2021 سوبر سفاري,"Bosher, Muscat•",2021,"OMR 16,500",140000,Automatic,'2/3,GCC,Patrol,Gold,N/A,Nissan
Toyota Camry 2018,"Al Hail, Muscat•",2018,"OMR 5,200",143000,Automatic,'4/5,US,Camry,White,N/A,Toyota
كاديلاك إسكاليد 2012,"Barka, Al Batinah•",2012,"OMR 3,900",190000,Automatic,'4/5,GCC,Escalade,Black,N/A,Cadillac
95189080,"Al Amarat, Muscat•",2008,OMR 450,300000,Manual,'4/5,GCC,Sirion,White,N/A,Kia
Dodge Caliber 2008,"Al Maabilah, Muscat•",2008,OMR 700,20968,Automatic,'4/5,GCC,Caliber,White,N/A,Dodge
BMW X3 2019,"Al Hail, Muscat•",2019,"OMR 8,600",110000,Automatic,'4/5,US,X3,White,N/A,BMW
فورد فوكس 2012,"Al Seeb, Muscat•",2012,OMR 950,100000,Automatic,'4/5,GCC,Focus,White,N/A,Ford
Nissan Altima 2022,"Al Seeb, Muscat•",2022,"OMR 4,950",68000,Automatic,'4/5,Europe,Altima,Grey,N/A,Nissan
نيسان ارمادا 2006,•,2006,"OMR 1,100",398975,Automatic,'4/5,Europe,Armada,Silver,N/A,Nissan
Mercedes-Benz S500 2021,"Al Khuwair, Muscat•",2021,"OMR 37,500",78000,Automatic,'4/5,GCC,S500,White,N/A,Mercedes
جريت وال آخر 2012,"Al Seeb, Muscat•",2012,"OMR 1,350",250000,Manual,'2/3,Company Source,Other,Silver,N/A,Great Wall
Mitsubishi Lancer 2007,"Ruwi, Muscat•",2007,OMR 700,357589,Manual,N/A,GCC,Lancer,Other,N/A,Unknown
Geely Coolray 2024,"Al Khuwair, Muscat•",2024,"OMR 5,500",39000,Automatic,'2/3,GCC,Coolray,White,N/A,Geely
Honda CR-V 2009,"Al Rusayl, Muscat•",2009,"OMR 1,850",260000,Automatic,'4/5,GCC,CR-V,Black,N/A,Unknown
بي ام دبليو الفئة 5 2011,"Al Maabilah, Muscat•",2011,"OMR 1,600",270,Automatic,N/A,GCC,5-Series,Gold,N/A,Unknown
Kia Cerato 2008,"Al Mudaibi, Al Sharqiya•",2008,OMR 750,199999,Manual,'4/5,GCC,Cerato,Silver,N/A,Kia
بى واى دى سونج بلس 2025,"Qurum, Muscat•",2025,"OMR 13,600",3000,Automatic,'4/5,GCC,song plus,Silver,N/A,BYD
Hyundai Accent,"Al Amarat, Muscat•",2019,"OMR 2,600",120,Automatic,'4/5,Europe,Accent,Other,N/A,Hyundai
هيونداي أزيرا 2018,"Azaiba, Muscat•",2018,"OMR 3,700",60,Automatic,'4/5,Europe,Azera,Other,N/A,Hyundai
Toyota Prado v6 2016,"Al Wadi Al Kabir, Muscat•",2016,"OMR 8,200",160000,Automatic,'4/5,GCC,Prado,White,N/A,Toyota
Jac J7 2020,"Ghala, Muscat•",2020,"OMR 2,500",6000,Automatic,'4/5,GCC,J7,Silver,N/A,JAC
Mercedes-Benz C-Class 2013,"Muscat - Other, Muscat•",2013,"OMR 1,900",180000,Automatic,'2/3,US,C-Class,Red,N/A,Unknown
رينو داستر 2016,"Al Seeb, Muscat•",2016,OMR 950,130,Automatic,'4/5,Company Source,Duster,Other,N/A,Renault
Audi Q7 2016 Sline Luxury Model ( Option-1),"Al Khuwair, Muscat•",2016,"OMR 8,200",190000,Automatic,'4/5,GCC,Q7,Gold,N/A,Audi
نيسان ارمادا 2018,"Dima and Al Taaiyin, Al Sharqiya•",2018,"OMR 10,750",118,Automatic,'4/5,US,Armada,White,N/A,Nissan
مرسيدس بنز إي 350 2014,"Ibra, Al Sharqiya•",2014,"OMR 3,650",260,Automatic,'4/5,US,E 350,White,N/A,Mercedes
Mitsubishi Outlander 3.0,"Darsait, Muscat•",2017,"OMR 4,700",95000,Automatic,'4/5,GCC,Outlander,Red,N/A,Mitsubishi
ميتسوبيشي باجيرو 2020,"Ruwi, Muscat•",2020,"OMR 6,999",62000,Automatic,'4/5,GCC,Pajero,White,N/A,Mitsubishi
Toyota Corolla 2010,"Al Khuwair, Muscat•",2010,"OMR 1,200",5,Manual,'4/5,Company Source,Corolla,White,N/A,Toyota
بي ام دبليو الفئة 7 2013 740li بحالة جيدة جدا وكالة عمان,"Al Khoud, Muscat•",2013,"OMR 4,350",190000,Automatic,'4/5,GCC,7-Series,Grey,N/A,Unknown
GMC sierra 2014 supercharged,"Al Ghubrah, Muscat•",2014,"OMR 6,500",200000,Automatic,N/A,GCC,Sierra,White,N/A,Unknown
Suzuki Swift 2018,"Azaiba, Muscat•",2018,"OMR 2,950",145000,Automatic,'4/5,GCC,Swift,Black,N/A,Suzuki
ميتسوبيشي آوتلاندر 2015/// mitsubishi outlander 2015,"Ibri, Al Dhahirah•",2015,"OMR 3,100",249000,Automatic,N/A,GCC,Outlander,White,N/A,Unknown
مرسيدس بنز إي-كلاس 2014,"Madinat As Sultan Qaboos, Muscat•",2014,"OMR 3,700",200000,Automatic,'4/5,US,E-Class,Black,N/A,Unknown
Suzuki Alto 2009,"Al Khoud, Muscat•",2009,OMR 650,10000,Automatic,'2/3,GCC,Alto,White,N/A,Suzuki
جي ام سي سييرا 2013,"Al Mawaleh, Muscat•",2013,"OMR 3,950",319000,Automatic,'2/3,GCC,Sierra,Brown,N/A,GMC
هوندا بايلوت 2011,"Al Maabilah, Muscat•",2011,"OMR 1,900",300000,Automatic,'4/5,GCC,Pilot,Grey,N/A,Honda
مازدا 3 2015,"Al Amarat, Muscat•",2015,"OMR 1,950",242,Automatic,'4/5,GCC,3,Grey,N/A,Mazda
تويوتا هيلوكس 2001,"Dima and Al Taaiyin, Al Sharqiya•",2001,"OMR 2,400",200,Manual,'4/5,GCC,Hilux,White,N/A,Toyota
كاديلاك XTS 2019,"Azaiba, Muscat•",2019,"OMR 5,900",168000,Automatic,'4/5,US,XTS,Black,N/A,Cadillac
Honda Accord 2019,"Al Amarat, Muscat•",2019,"OMR 5,900",82000,Automatic,'4/5,GCC,Accord,White,N/A,Honda
"Toyota Camry 2022, كامري تويوتا للبيع بحالة وكالة","Al Maabilah, Muscat•",2022,"OMR 6,700",123000,Automatic,'4/5,US,Camry,Red,N/A,Toyota
جيب كومباس 2018,"Al Seeb, Muscat•",2018,"OMR 4,200",126000,Automatic,'4/5,Canada,Compass,Grey,N/A,Jeep
لكزس لؤلؤي es350 من داخل بيج,"Al Seeb, Muscat•",2014,"OMR 5,850",195000,Automatic,N/A,US,ES 350,White,N/A,Unknown
Hyundai Accent 2024,"Al Ghubrah, Muscat•",2024,"OMR 6,050",44350,Automatic,'4/5,GCC,Accent,Brown,N/A,Hyundai
Hyundai Other 2011,"Al Ghubrah, Muscat•",2011,"OMR 1,000",42000,Automatic,N/A,GCC,Accent,Black,N/A,Unknown
Peugeot 301 2014,"Al Amarat, Muscat•",2014,"OMR 1,100",160000,Automatic,N/A,GCC,301,Other,N/A,Unknown
Ssang Yong Tivoli 2017,"Al Ghubrah, Muscat•",2017,"OMR 1,111",180000,Automatic,'4/5,GCC,Tivoli,Purple,N/A,Ssang Yong
بي ام دبليو الفئة 5 2011,"Al Hail, Muscat•",2011,"OMR 1,650",43000,Automatic,'4/5,GCC,5-Series,Beige,N/A,Unknown
nissan Sentra 2013 American 139 km blue,"Ruwi, Muscat•",2013,"OMR 1,700",15000,Automatic,'2/3,US,Sentra,Blue,N/A,Nissan
دودج تشارجر 2012,"Salalah, Dhofar•",2012,"OMR 1,800",20000,Automatic,N/A,US,Charger,Black,N/A,Unknown
Chevrolet Lumina 2006,"Al Mawaleh, Muscat•",2006,OMR 850,360,Automatic,'4/5,GCC,Lumina,Black,N/A,Chevrolet
تويوتا هيلوكس 2002,"Suwaiq, Al Batinah•",2002,"OMR 2,500",270,Manual,'2/3,GCC,Hilux,White,N/A,Toyota
Lexus IS-Series 2016,"Al Amarat, Muscat•",2016,"OMR 5,750",250,Automatic,'4/5,US,IS-Series,Blue,N/A,Unknown
ميتسوبيشي باجيرو 2008,"Liwa, Al Batinah•",2008,"OMR 1,900",200000,Automatic,'4/5,GCC,Pajero,Gold,N/A,Mitsubishi
دودج دورانجو 2014,"Salalah, Dhofar•",2014,"OMR 4,000",234000,Automatic,'4/5,GCC,Durango,Red,N/A,Dodge
دودج رام 2018,"Al Maabilah, Muscat•",2018,"OMR 8,200",167000,Automatic,'4/5,US,Ram,Other,N/A,RAM
